Wall time,Step,Value
1615454054.8148,18,0.9085714221000671
1615454055.94818,24,0.9127907156944275
1615454059.390749,42,0.910179615020752
1615454059.980656,45,0.9096385836601257
1615454062.049348,56,0.939393937587738
1615454064.979213,71,0.9878787994384766
1615454065.601814,74,1.0
1615454069.305054,94,0.9818181991577148
1615454081.997651,155,0.869369387626648
1615454082.633405,158,0.8982300758361816
1615454084.377822,167,0.8198198080062866
1615454087.524106,183,0.7407407164573669
1615454097.583338,229,0.8188153505325317
1615454098.538352,234,0.8483754396438599
1615454102.427433,255,0.7553191781044006
1615454103.320842,260,0.8158996105194092
1615454104.602971,267,0.8197425007820129
1615454105.668256,273,0.7319999933242798
1615454113.114232,308,0.7607843279838562
1615454113.44042,310,0.8102766871452332
1615454114.855171,318,0.7377049326896667
1615454118.49133,339,0.6730769276618958
1615454119.832359,347,0.6996466517448425
1615454123.235858,367,0.7114285826683044
1615454133.836442,421,0.67578125
1615454133.987249,422,0.6597937941551208
1615454137.392047,442,0.5775193572044373
1615454137.920626,445,0.6080586314201355
1615454140.621193,460,0.6678966879844666
1615454141.131339,463,0.6241135001182556
1615454141.318026,464,0.589090883731842
1615454143.035161,474,0.5791666507720947
1615454146.307753,493,0.5817490220069885
1615454151.337373,514,0.5961538553237915
1615454155.114825,536,0.5564853549003601
1615454159.892639,563,0.5692307949066162
1615454161.578501,573,0.5692883729934692
1615454162.600847,579,0.522088348865509
1615454163.826661,586,0.5247933864593506
1615454164.002666,587,0.5630252361297607
1615454170.968371,620,0.5443548560142517
1615454173.438334,634,0.5518518686294556
1615454174.649397,641,0.5247933864593506
1615454174.833074,642,0.5185185074806213
1615454175.172391,644,0.545098066329956
1615454175.720532,647,0.4981273412704468
1615454176.057631,649,0.49803921580314636
1615454178.10503,661,0.50957852602005
1615454179.864896,671,0.5853658318519592
1615454188.920647,714,0.4940239191055298
1615454190.321229,722,0.4795539081096649
1615454191.799111,730,0.48616600036621094
1615454195.505748,752,0.5091575384140015
1615454196.155492,756,0.5525291562080383
1615454197.725058,765,0.4887218177318573
1615454198.412682,769,0.573122501373291
1615454198.754029,771,0.518796980381012
1615454200.317351,780,0.5055350661277771
1615454201.125949,785,0.49609375
1615454201.441119,787,0.5692307949066162
1615454202.256146,792,0.4771784245967865
1615454202.598039,794,0.5272727012634277
1615454203.299839,798,0.5076335668563843
1615454205.684101,802,0.529629647731781
1615454206.746505,808,0.48770493268966675
1615454206.899842,809,0.529644250869751
1615454210.837637,832,0.5428571701049805
1615454211.516246,836,0.49642857909202576
1615454217.16741,869,0.5
1615454218.399096,876,0.45736435055732727
1615454219.443939,882,0.48262548446655273
1615454225.36293,907,0.39915966987609863
1615454225.697769,909,0.5785440802574158
1615454227.095763,917,0.4406130313873291
1615454231.396748,942,0.5389830470085144
1615454231.906326,945,0.4223107695579529
1615454233.426723,954,0.49637681245803833
1615454234.756824,962,0.4681648015975952
1615454236.347689,971,0.5057914853096008
1615454236.50225,972,0.4940239191055298
1615454237.55011,978,0.4752851724624634
1615454237.712415,979,0.5272727012634277
1615454238.612596,984,0.4961538314819336
1615454243.032738,1002,0.5228758454322815
1615454243.541041,1005,0.5093632936477661
1615454245.176407,1014,0.45895522832870483
1615454253.578665,1063,0.5400696992874146
1615454254.064573,1066,0.4527558982372284
1615454254.429224,1068,0.4609053432941437
1615454255.120663,1072,0.5195729732513428
1615454256.094239,1078,0.5075757503509521
1615454257.132924,1083,0.4947735071182251
1615454258.768418,1093,0.43852460384368896
1615454259.750725,1099,0.494915246963501
1615454262.040338,1104,0.44979920983314514
1615454263.793759,1114,0.44186046719551086
1615454270.945416,1156,0.46124032139778137
1615454271.645691,1160,0.4941176474094391
1615454271.819138,1161,0.48235294222831726
1615454272.001495,1162,0.4313725531101227
1615454275.074739,1180,0.4651162922382355
1615454277.251253,1193,0.3907563090324402
1615454281.069418,1206,0.49253731966018677
1615454287.516779,1244,0.442748099565506
1615454289.430787,1255,0.4375
1615454289.985104,1258,0.4661354720592499
1615454290.469407,1261,0.4047619104385376
1615454293.819215,1281,0.5019011497497559
1615454294.806453,1287,0.3858921229839325
1615454296.031012,1294,0.4922480583190918
1615454301.24694,1316,0.5342960357666016
1615454301.769181,1319,0.3916666805744171
1615454303.602023,1330,0.4330708682537079
1615454304.140724,1333,0.4406130313873291
1615454304.658239,1336,0.5209790468215942
1615454304.816826,1337,0.48659002780914307
1615454312.852065,1385,0.41600000858306885
1615454313.820881,1391,0.41224488615989685
1615454314.004371,1392,0.35807859897613525
1615454319.094977,1414,0.4280303120613098
1615454321.113174,1426,0.4166666567325592
1615454322.753253,1436,0.40163934230804443
1615454323.415249,1440,0.44255319237709045
1615454327.787325,1466,0.40928271412849426
1615454329.742855,1477,0.3690987229347229
1615454331.153206,1485,0.34403669834136963
1615454332.202514,1491,0.35087719559669495
1615454339.060349,1523,0.3858921229839325
1615454339.802718,1527,0.41129031777381897
1615454344.117207,1552,0.39743590354919434
1615454346.855594,1568,0.4067796468734741
1615454347.02504,1569,0.3888888955116272
1615454349.781451,1584,0.4330357015132904
1615454350.503158,1588,0.3333333432674408
1615454354.520671,1604,0.3228699564933777
1615454354.673305,1605,0.37931033968925476
1615454358.397724,1627,0.30917873978614807
1615454360.162749,1637,0.3333333432674408
1615454360.653867,1640,0.4273858964443207
1615454361.542888,1645,0.37280702590942383
1615454362.110064,1648,0.34562212228775024
1615454365.548865,1668,0.4337349534034729
1615454367.992165,1682,0.43983402848243713
1615454369.519861,1691,0.40084388852119446
1615454370.179711,1695,0.3905579447746277
1615454370.518231,1697,0.3478260934352875
1615454370.860758,1699,0.3955555558204651
1615454372.927731,1702,0.38723403215408325
1615454374.070964,1709,0.42307692766189575
1615454375.661218,1718,0.31838566064834595
1615454378.0807,1732,0.34375
1615454378.432642,1734,0.394422322511673
1615454378.961707,1737,0.39662447571754456
1615454379.842537,1742,0.2904762029647827
1615454380.370444,1745,0.2926829159259796
1615454380.541232,1746,0.31336405873298645
1615454383.968331,1766,0.30733945965766907
1615454385.483555,1775,0.40585774183273315
1615454386.585527,1781,0.3169642984867096
