Wall time,Step,Value
1615410103.873936,5,0.9887852668762207
1615410196.023705,18,0.9543126225471497
1615410238.156131,24,0.9546428918838501
1615410349.726092,40,0.9465999007225037
1615410363.584909,42,0.9119814038276672
1615410384.288388,45,0.8646315932273865
1615410398.075616,47,0.8465433716773987
1615410439.27653,53,0.8536889553070068
1615410459.832086,56,0.8363150954246521
1615410521.150855,65,0.8155500888824463
1615410561.948246,71,0.8132336139678955
1615410575.461858,73,0.7946044206619263
1615410582.219818,74,0.8003847002983093
1615410616.085265,79,0.8084232211112976
1615410670.067917,87,0.7685167789459229
1615410717.24477,94,0.7735586166381836
1615410771.047652,102,0.7776204347610474
1615410791.18022,105,0.7833274602890015
1615410797.914655,106,0.7939334511756897
1615410844.852965,113,0.7771102786064148
1615410878.32851,118,0.773345947265625
1615410931.845311,126,0.7567316293716431
1615411018.907243,139,0.7659282088279724
1615411092.544069,150,0.7833501100540161
1615411126.066684,155,0.7660661935806274
1615411146.101658,158,0.7795522809028625
1615411206.248071,167,0.7680376172065735
1615411212.933673,168,0.779062032699585
1615411280.040473,178,0.7645018696784973
1615411313.485987,183,0.7654192447662354
1615411326.822008,185,0.7810377478599548
1615411333.548836,186,0.7836693525314331
1615411360.385114,190,0.7648200988769531
1615411414.036648,198,0.7570093274116516
1615411467.746409,206,0.7820664048194885
1615411474.4686,207,0.7643765211105347
1615411508.085092,212,0.8091949820518494
1615411581.791151,223,0.7612108588218689
1615411622.055077,229,0.7690356373786926
1615411655.604425,234,0.7578650712966919
1615411675.689508,237,0.7564484477043152
1615411756.191388,249,0.7401759028434753
1615411796.552117,255,0.7492080926895142
1615411830.079587,260,0.7486070990562439
1615411850.239465,263,0.7364470958709717
1615411877.121241,267,0.7311734557151794
1615411903.91269,271,0.7492240071296692
1615411917.295736,273,0.7622814178466797
1615412044.950211,292,0.7291651368141174
1615412078.595847,297,0.7397403120994568
1615412085.207085,298,0.7402010560035706
1615412118.742388,303,0.7361000180244446
1615412152.315055,308,0.729428768157959
1615412165.75597,310,0.7493610382080078
1615412219.377952,318,0.7217407822608948
1615412226.154606,319,0.7491966485977173
1615412273.181573,326,0.7228590250015259
1615412279.909408,327,0.7277895212173462
1615412300.00583,330,0.7509925365447998
1615412360.383165,339,0.7105191349983215
1615412414.046204,347,0.7307897806167603
1615412521.228573,363,0.7208967208862305
1615412548.002552,367,0.7113251090049744
1615412588.268423,373,0.7067384123802185
1615412615.000812,377,0.6975336670875549
1615412628.418138,379,0.6756115555763245
1615412715.753336,392,0.6776342391967773
1615412822.880398,408,0.6935378313064575
1615412910.14018,421,0.6763136982917786
1615412916.869849,422,0.6725701689720154
1615412930.198654,424,0.6750695109367371
1615412970.546677,430,0.6687045693397522
1615413030.869382,439,0.6664122343063354
1615413044.308596,441,0.6706749200820923
1615413051.050095,442,0.6593406796455383
1615413071.237249,445,0.6776087284088135
1615413111.599196,451,0.6678773760795593
1615413171.974282,460,0.6635530591011047
1615413192.060885,463,0.6680617928504944
1615413198.785674,464,0.6534581184387207
1615413265.92223,474,0.657522976398468
1615413366.481651,489,0.6584380865097046
1615413379.90443,491,0.6544956564903259
1615413393.352048,493,0.6426080465316772
1615413487.31308,507,0.6289545297622681
1615413520.858774,512,0.637373685836792
1615413534.215496,514,0.6546607613563538
1615413554.342093,517,0.6338209509849548
1615413608.02915,525,0.6426548361778259
1615413648.27892,531,0.638291597366333
1615413661.72145,533,0.6257085800170898
1615413681.815746,536,0.6275903582572937
1615413722.055629,542,0.6224409341812134
1615413755.695772,547,0.6460627317428589
1615413822.782958,557,0.6337900161743164
1615413863.063054,563,0.6303863525390625
1615413903.296011,569,0.6285169720649719
1615413930.090827,573,0.6251667141914368
1615413970.251713,579,0.6201282143592834
1615413983.724718,581,0.6388541460037231
1615413990.459343,582,0.6436436772346497
1615414003.93422,584,0.6373030543327332
1615414017.348713,586,0.6447373032569885
1615414024.014924,587,0.6517906785011292
1615414057.504949,592,0.6348539590835571
1615414064.164196,593,0.6188759803771973
1615414124.434691,602,0.6414101123809814
1615414164.543231,608,0.6474252343177795
1615414177.868626,610,0.6220830678939819
1615414211.372569,615,0.6365110874176025
1615414244.860287,620,0.631357729434967
1615414258.275139,622,0.6253870725631714
1615414338.679019,634,0.646457850933075
1615414385.434072,641,0.63763427734375
1615414392.15476,642,0.6207004189491272
1615414405.542031,644,0.6224563121795654
1615414418.952409,646,0.6418883800506592
1615414425.704827,647,0.6443817615509033
1615414439.052494,649,0.632824182510376
1615414519.440764,661,0.6249271035194397
1615414539.530898,664,0.6305713057518005
1615414566.345644,668,0.6356166005134583
1615414586.397879,671,0.6022757291793823
1615414606.475503,674,0.6260077953338623
1615414633.231978,678,0.6328862905502319
1615414639.892217,679,0.6328803300857544
1615414666.595533,683,0.6087634563446045
1615414700.039977,688,0.6215271949768066
1615414706.73692,689,0.6427301168441772
1615414773.507727,699,0.6219627261161804
1615414800.240807,703,0.609282374382019
1615414820.247074,706,0.6154528856277466
1615414873.736122,714,0.6294512152671814
1615414900.554717,718,0.6211456656455994
1615414920.601651,721,0.6275100111961365
1615414927.261737,722,0.6193392872810364
1615414933.877819,723,0.6100971102714539
1615414980.757373,730,0.6247738003730774
1615415020.769585,736,0.6310479640960693
1615415034.167047,738,0.6148737072944641
1615415040.823119,739,0.6236533522605896
1615415067.500943,743,0.6108731031417847
1615415094.259484,747,0.6112129092216492
1615415114.313063,750,0.6252703666687012
1615415121.003342,751,0.5978268384933472
1615415127.612455,752,0.6355137228965759
1615415154.482519,756,0.5983346104621887
1615415214.579643,765,0.604738712310791
1615415241.361564,769,0.5988454818725586
1615415248.087047,770,0.5928022861480713
1615415254.784336,771,0.608691394329071
1615415268.133754,773,0.6077369451522827
1615415274.831423,774,0.6224207878112793
1615415314.964716,780,0.5988166332244873
1615415341.681649,784,0.5950667262077332
1615415348.343306,785,0.6138350963592529
1615415361.757541,787,0.6170637607574463
1615415375.106936,789,0.6191420555114746
1615415395.188312,792,0.6034374833106995
1615415401.905472,793,0.597248375415802
1615415408.591955,794,0.6079615354537964
1615415415.310808,795,0.6055076718330383
1615415435.366124,798,0.6185474991798401
1615415462.133716,802,0.6228533983230591
1615415495.674111,807,0.6221193671226501
1615415502.387298,808,0.6256670951843262
1615415509.180044,809,0.6309453845024109
1615415549.447352,815,0.6298100352287292
1615415616.448845,825,0.6441951990127563
1615415663.26507,832,0.6080831289291382
1615415690.047274,836,0.6333764791488647
1615415703.451926,838,0.6258225440979004
1615415736.926214,843,0.6117540597915649
1615415897.543825,867,0.5983770489692688
1615415911.036934,869,0.6076890826225281
1615415917.74403,870,0.5994033217430115
1615415944.420089,874,0.6026617884635925
1615415957.849471,876,0.5991238951683044
1615415984.536252,880,0.6114218235015869
1615415997.97583,882,0.601702868938446
1615416051.539089,890,0.5928869843482971
1615416091.798306,896,0.6066573262214661
1615416118.523555,900,0.6064487099647522
1615416165.49929,907,0.5896605253219604
1615416178.920407,909,0.6110985279083252
1615416219.24523,915,0.5828650593757629
1615416232.580018,917,0.6117973327636719
1615416252.701211,920,0.6106486916542053
1615416259.396811,921,0.6100437045097351
1615416272.727349,923,0.5945286154747009
1615416326.409133,931,0.5977567434310913
1615416333.124252,932,0.6068334579467773
1615416353.069516,935,0.5721473097801208
1615416400.020895,942,0.5772947072982788
1615416420.227119,945,0.5879517197608948
1615416480.635673,954,0.600517749786377
1615416494.104071,956,0.5964142680168152
1615416507.514074,958,0.5867804884910583
1615416527.692747,961,0.589137077331543
1615416534.39192,962,0.5829284191131592
1615416594.84441,971,0.5984364151954651
1615416601.468462,972,0.5977705121040344
1615416628.419464,976,0.5991820096969604
1615416635.163984,977,0.6024755835533142
1615416641.893251,978,0.6131873726844788
1615416648.606783,979,0.6154054403305054
1615416675.589302,983,0.5880725383758545
1615416682.29573,984,0.6056002378463745
1615416702.517848,987,0.5822221040725708
1615416709.261147,988,0.6043716073036194
1615416763.124529,996,0.6061565279960632
1615416790.030155,1000,0.5965589880943298
1615416803.542881,1002,0.5986109972000122
1615416816.987447,1004,0.5895868539810181
1615416823.68755,1005,0.604393720626831
1615416884.359571,1014,0.6042177081108093
1615416904.580292,1017,0.5839171409606934
1615416958.497548,1025,0.5691574811935425
1615416972.022507,1027,0.5826781988143921
1615416999.017437,1031,0.5882035493850708
1615417005.827869,1032,0.5812768936157227
1615417039.501142,1037,0.5739798545837402
1615417086.769112,1044,0.5806580781936646
1615417160.883609,1055,0.5843034982681274
1615417174.38751,1057,0.5841179490089417
