Wall time,Step,Value
1615251178.38246,18,0.8978954553604126
1615251273.058711,42,0.9194806218147278
1615251284.822201,45,0.9259050488471985
1615251386.364002,71,0.9174084067344666
1615251476.155377,94,0.8898142576217651
1615251714.135464,155,0.8532325625419617
1615251725.833187,158,0.8652185201644897
1615251760.941999,167,0.8502438068389893
1615252002.662296,229,0.8389390707015991
1615252022.160502,234,0.8388547897338867
1615252104.061093,255,0.8231981992721558
1615252150.886426,267,0.8268570303916931
1615252174.29815,273,0.8101816177368164
1615252310.873367,308,0.8005722761154175
1615252318.680442,310,0.8077095150947571
1615252349.900807,318,0.8220407962799072
1615252463.075967,347,0.8009788990020752
1615252541.151912,367,0.8010782599449158
1615252751.933947,421,0.7927206754684448
1615252904.162717,460,0.8103272914886475
1615252958.812864,474,0.8028721809387207
1615253200.858296,536,0.8017913699150085
1615253306.26566,563,0.8018342852592468
1615253368.75197,579,0.8131949305534363
1615253396.091763,586,0.7925183773040771
1615253399.99613,587,0.8141661286354065
1615253528.861681,620,0.8016552329063416
1615253583.540909,634,0.8100541830062866
1615253634.291951,647,0.80035799741745
1615253688.947152,661,0.8027324676513672
1615253727.985569,671,0.8066517114639282
1615253895.851267,714,0.7968124747276306
1615253927.080664,722,0.7966066002845764
1615253958.304399,730,0.794898271560669
1615254094.94239,765,0.8047356605529785
1615254110.556454,769,0.7919731736183167
1615254118.365876,771,0.8114674687385559
1615254173.015336,785,0.799157977104187
1615254180.819681,787,0.7698214054107666
1615254208.144382,794,0.7675861120223999
1615254239.376329,802,0.7633405327796936
1615254262.797897,808,0.7972513437271118
1615254372.115105,836,0.7780863642692566
1615254797.664082,945,0.7720127105712891
1615254899.188091,971,0.7735856175422668
1615254903.093619,972,0.8112430572509766
1615254926.518125,978,0.7747697830200195
1615254949.949467,984,0.7878345847129822
1615255020.215855,1002,0.7801804542541504
1615255031.927643,1005,0.767947793006897
1615255067.070608,1014,0.7739177942276001
1615255258.37531,1063,0.7659037113189697
1615255270.086093,1066,0.7609176635742188
1615255316.94259,1078,0.7690109014511108
1615255375.496174,1093,0.7867140173912048
1615255398.921542,1099,0.7603866457939148
1615255418.440057,1104,0.7547476291656494
1615255621.44637,1156,0.7750908136367798
1615255640.971913,1161,0.7579363584518433
1615255644.875459,1162,0.754927396774292
1615255715.145897,1180,0.7801114320755005
1615255765.894043,1193,0.7598271369934082
1615255964.978152,1244,0.7517427802085876
1615256031.333141,1261,0.7781797647476196
1615256246.027461,1316,0.7607292532920837
1615256257.732716,1319,0.7548756003379822
1615256312.367725,1333,0.764124870300293
1615256327.978059,1337,0.7653270959854126
1615256515.31688,1385,0.7587893605232239
1615256542.637304,1392,0.7609896659851074
1615256628.4905,1414,0.7453776597976685
1615256675.321662,1426,0.7629578113555908
1615256714.353409,1436,0.7683344483375549
1615256831.451668,1466,0.7409218549728394
1615256874.386063,1477,0.7563323378562927
1615256929.035677,1491,0.7541979551315308
1615257053.942545,1523,0.7481361031532288
1615257167.138752,1552,0.7475680708885193
1615257229.590706,1568,0.7364798188209534
1615257292.04792,1584,0.7493144869804382
1615257307.660171,1588,0.7558484077453613
1615257374.016924,1605,0.7510208487510681
1615257510.661697,1640,0.7646002769470215
1615257674.622566,1682,0.7471153140068054
1615257709.760014,1691,0.7543610334396362
1615257752.705118,1702,0.7506629228591919
1615257780.03186,1709,0.7600921988487244
1615257815.160976,1718,0.76151442527771
1615257869.799204,1732,0.7383389472961426
1615257877.607801,1734,0.7674123644828796
1615257889.313825,1737,0.752802848815918
1615258061.119534,1781,0.7539618015289307
1615258236.85376,1826,0.7466903328895569
1615258307.138858,1844,0.7695299983024597
1615258342.287537,1853,0.7666241526603699
1615258393.049621,1866,0.764539897441864
1615258404.76363,1869,0.7667114734649658
