Wall time,Step,Value
1615404669.718741,18,1.2620117664337158
1615404687.955824,42,0.6782702803611755
1615404690.217403,45,0.9315290451049805
1615404709.658582,71,0.6056618094444275
1615404726.656556,94,0.6369425058364868
1615404794.514745,155,0.716437816619873
1615404796.612432,158,0.6477738618850708
1615404803.739973,167,0.5904043912887573
1615404874.392902,229,0.5783928632736206
1615404878.183449,234,0.5908079147338867
1615404894.159277,255,0.5130265951156616
1615404903.082295,267,0.5789680480957031
1615404907.674686,273,0.4987804889678955
1615404954.443213,308,0.43636512756347656
1615404955.971792,310,0.4507281184196472
1615404961.886826,318,0.505405843257904
1615404983.414825,347,0.4327402114868164
1615404998.56048,367,0.4189799726009369
1615405061.249212,421,0.3860713839530945
1615405090.824913,460,0.3894456624984741
1615405101.284566,474,0.3924848437309265
1615405170.631572,536,0.3481646776199341
1615405191.696922,563,0.3581836223602295
1615405203.709279,579,0.3504623770713806
1615405208.938727,586,0.3736957311630249
1615405209.643038,587,0.3880888819694519
1615405253.964986,620,0.35291731357574463
1615405264.584996,634,0.3324698805809021
1615405274.399714,647,0.33244788646698
1615405285.104288,661,0.33372077345848083
1615405292.602929,671,0.33711203932762146
1615405346.878146,714,0.3344251811504364
1615405353.216782,722,0.3444925546646118
1615405359.365771,730,0.3438226580619812
1615405385.985342,765,0.3540271520614624
1615405389.188068,769,0.35630616545677185
1615405390.912574,771,0.3429819345474243
1615405401.61573,785,0.33697646856307983
1615405403.099162,787,0.3345254361629486
1615405408.47855,794,0.3433271646499634
1615405435.127061,802,0.3257367014884949
1615405439.853527,808,0.31830155849456787
1615405460.853477,836,0.34880417585372925
1615405565.128814,945,0.5053995847702026
1615405584.692509,971,0.6675781607627869
1615405585.394318,972,0.6734663248062134
1615405590.002423,978,0.43507617712020874
1615405594.615993,984,0.4664413332939148
1615405627.815426,1002,0.4704221189022064
1615405630.118418,1005,0.564798891544342
1615405636.485744,1014,0.44310706853866577
1615405673.674835,1063,0.4243895709514618
1615405676.004253,1066,0.4479381740093231
1615405685.034168,1078,0.43698665499687195
1615405696.340825,1093,0.46563205122947693
1615405700.918539,1099,0.4604485034942627
1615405729.149264,1104,0.43758365511894226
1615405769.221133,1156,0.49402695894241333
1615405772.898695,1161,0.745794415473938
1615405773.724528,1162,0.6930519938468933
1615405787.057588,1180,0.6206576824188232
1615405797.170295,1193,0.5296807289123535
1615405853.737919,1244,0.5327914953231812
1615405866.895984,1261,0.746367871761322
1615405923.819762,1316,0.6655018925666809
1615405926.189755,1319,0.6333311796188354
1615405936.881987,1333,0.5912882685661316
1615405939.806581,1337,0.643509030342102
1615405976.210808,1385,0.5231367945671082
1615405981.722494,1392,0.5290006399154663
1615406020.584586,1414,0.4436216354370117
1615406029.566966,1426,0.44796043634414673
1615406037.390641,1436,0.4031713604927063
1615406060.022308,1466,0.4072866439819336
1615406068.443111,1477,0.35455116629600525
1615406079.289142,1491,0.3662874102592468
